window_idx,mean_M1_dir_refC,std_M1_dir_refC,mean_M2_mag_refA,std_M2_mag_refA,chrom,start,end,gc_content,n_fraction,n_coding_exon,n_intron,n_5utr,n_3utr,n_splice,n_intergenic,intron_frac,exon_frac
4017,4.399166666666667,1.1950589827377653,28.754166666666666,0.43058019642751283,chr22,23913000,23919000,0.478,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4018,4.767,1.5480237939601145,28.9175,0.275124971603815,chr22,23916000,23922000,0.484,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4019,4.742333333333334,1.4751071900788166,28.916666666666668,0.27638539919628335,chr22,23919000,23925000,0.467667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4020,4.6945,1.4790209881314509,28.969833333333334,0.17104572163281048,chr22,23922000,23928000,0.455833,0.0,47,2933,0,0,20,0,0.9776666666663408,0.015666666666661444
4021,4.563833333333333,1.4569117928763642,28.888333333333332,0.31495590520297,chr22,23925000,23931000,0.4615,0.0,1659,1241,0,0,100,0,0.4136666666665288,0.5529999999998156
4022,4.499833333333333,1.2067863545613844,28.618833333333335,0.48567338705027774,chr22,23928000,23934000,0.434333,0.0,74,2926,0,0,0,0,0.9753333333330082,0.024666666666658444
4023,4.6178333333333335,1.251977890734852,28.637666666666668,0.48067441047853676,chr22,23931000,23937000,0.443333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4024,4.759,1.2389184799654898,28.876333333333335,0.3292008842974487,chr22,23934000,23940000,0.493833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4025,4.488,1.2443965070132055,28.799833333333332,0.40012494576347296,chr22,23937000,23943000,0.518333,0.0,304,2636,0,0,60,0,0.8786666666663738,0.10133333333329955
4026,4.6946666666666665,1.3071998912008658,28.745166666666666,0.43576749024629585,chr22,23940000,23946000,0.449,0.0,188,2792,0,0,20,0,0.9306666666663564,0.06266666666664578
4027,4.826833333333333,1.0203822676929575,28.758166666666668,0.42819384888414996,chr22,23943000,23949000,0.406167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4028,4.623333333333333,1.0275158825482402,28.569333333333333,0.4951695556967218,chr22,23946000,23952000,0.498333,0.0,78,2902,0,0,20,0,0.9673333333330109,0.025999999999991332
4029,4.440666666666667,1.0100228820290271,28.631,0.48253393663036803,chr22,23949000,23955000,0.539667,0.0,25,2935,0,0,40,0,0.9783333333330072,0.008333333333330556
4030,4.299666666666667,0.7647656867011984,28.684333333333335,0.4647808324600125,chr22,23952000,23958000,0.497333,0.0,146,2834,0,0,20,0,0.9446666666663518,0.04866666666665045
4031,4.388166666666667,1.4648640342669652,28.5785,0.49379930133607924,chr22,23955000,23961000,0.5245,0.0,482,2106,0,312,100,0,0.701999999999766,0.1606666666666131
4032,4.5855,1.7886744859438977,28.689333333333334,0.46276655982135195,chr22,23958000,23964000,0.57,0.0,170,2706,64,0,60,0,0.9019999999996994,0.056666666666647776
4033,4.347333333333333,1.0709931009218605,28.7165,0.450696960273752,chr22,23961000,23967000,0.549167,0.0,234,2726,0,0,40,0,0.9086666666663638,0.077999999999974
4034,4.429833333333334,1.1062293187018484,28.642,0.47941214002150595,chr22,23964000,23970000,0.532667,0.0,254,2659,27,0,60,0,0.8863333333330379,0.08466666666663844
4035,4.434666666666667,0.9571127879664387,28.666833333333333,0.4713455620761575,chr22,23967000,23973000,0.5085,0.0,737,2112,0,131,20,0,0.7039999999997654,0.24566666666658477
4036,4.326833333333333,0.9775888564331235,28.6345,0.48157008835682474,chr22,23970000,23976000,0.526833,0.0,314,2467,27,53,80,59,0.8223333333330592,0.10466666666663178
4037,4.4885,1.1271798510737612,28.701833333333333,0.4574530637732745,chr22,23973000,23979000,0.545,0.0,274,315,0,0,40,2371,0.104999999999965,0.09133333333330289
4038,4.356333333333334,1.2728026381004856,28.693833333333334,0.460899814372808,chr22,23976000,23982000,0.561667,0.0,187,2651,140,0,22,0,0.8836666666663722,0.062333333333312556
4039,4.432666666666667,1.3273279758807,28.613833333333332,0.4868695638692382,chr22,23979000,23985000,0.5555,0.0,447,2413,0,0,140,0,0.8043333333330652,0.14899999999995034
4040,4.407,1.0092989316021954,28.654,0.4756931784249171,chr22,23982000,23988000,0.502,0.0,103,2585,0,312,0,0,0.8616666666663795,0.03433333333332189
4041,4.166833333333333,0.9698797033080386,28.636833333333332,0.48091229854193673,chr22,23985000,23991000,0.5155,0.0,200,2720,0,0,80,0,0.9066666666663644,0.06666666666664445
4042,4.447666666666667,1.1417506538450308,28.560666666666666,0.4963059092490796,chr22,23988000,23994000,0.5365,0.0,76,1825,0,0,20,1079,0.6083333333331306,0.025333333333324888
4043,4.733333333333333,1.0041026950577427,28.673666666666666,0.4688708658990116,chr22,23991000,23997000,0.456667,0.0,0,0,0,0,0,3000,0.0,0.0
4044,4.585666666666667,0.8126056170670302,28.670166666666667,0.47015242800134044,chr22,23994000,24000000,0.417667,0.0,0,0,0,100,0,2900,0.0,0.0
4045,4.472333333333333,1.3629262228341228,28.708666666666666,0.4543767404062649,chr22,23997000,24003000,0.489167,0.0,473,2383,0,44,100,0,0.7943333333330685,0.1576666666666141
4046,4.481833333333333,1.3965445352329042,28.69,0.46249324319388707,chr22,24000000,24006000,0.534667,0.0,68,2892,0,0,40,0,0.9639999999996787,0.022666666666659112
4047,4.293833333333334,1.2367276602209378,28.494,0.49996399870390673,chr22,24003000,24009000,0.5475,0.0,308,1664,97,0,80,851,0.5546666666664818,0.10266666666663245
4048,4.206166666666666,1.1643289793792053,28.517666666666667,0.49968779141468816,chr22,24006000,24012000,0.532,0.0,21,717,0,0,20,2242,0.23899999999992033,0.006999999999997667
4049,4.4825,0.889209620955599,28.7205,0.4487535515179797,chr22,24009000,24015000,0.457167,0.0,0,2123,54,0,20,803,0.7076666666664307,0.0
4050,4.77,0.9682114094211723,28.893,0.30911324785586264,chr22,24012000,24018000,0.413833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4051,4.850333333333333,1.0990601540508247,28.971666666666668,0.16592334240713558,chr22,24015000,24021000,0.400333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4052,4.802333333333333,1.0241718063337268,28.974666666666668,0.15713546880178123,chr22,24018000,24024000,0.384833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4053,4.804333333333333,0.9681844980282541,28.968666666666667,0.17421697837913375,chr22,24021000,24027000,0.383167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4054,4.752666666666666,0.946480967702057,28.844666666666665,0.36222215405589,chr22,24024000,24030000,0.393833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4055,4.673666666666667,0.9556009743727881,28.574,0.49449368044495773,chr22,24027000,24033000,0.427333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4056,4.581666666666667,0.8276455897437153,28.5515,0.4973406780065351,chr22,24030000,24036000,0.446833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4057,4.738666666666667,1.0642860935335428,28.6965,0.45976923559542343,chr22,24033000,24039000,0.463167,0.0,73,2790,57,0,80,0,0.92999999999969,0.024333333333325224
4058,4.551333333333333,1.1089175903655881,28.502,0.49999599998399996,chr22,24036000,24042000,0.458667,0.0,94,2866,0,0,40,0,0.9553333333330148,0.03133333333332289
4059,4.5925,1.312419045122403,28.551333333333332,0.49735790824002074,chr22,24039000,24045000,0.441167,0.0,276,2644,0,0,80,0,0.8813333333330395,0.09199999999996933
4060,4.842666666666666,1.2995818130802266,28.727166666666665,0.4454158793257774,chr22,24042000,24048000,0.447167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4061,4.6225,0.9709070072188514,28.592,0.4914631217090454,chr22,24045000,24051000,0.467333,0.0,110,2850,0,0,40,0,0.9499999999996833,0.03666666666665445
4062,4.485333333333333,1.0372005056347056,28.596,0.4906974628016737,chr22,24048000,24054000,0.491667,0.0,130,2830,0,0,40,0,0.9433333333330189,0.04333333333331889
4063,4.4875,1.0130039897914191,28.508166666666668,0.4999333011068133,chr22,24051000,24057000,0.498667,0.0,267,2693,0,0,40,0,0.8976666666663674,0.08899999999997034
4064,4.328166666666666,1.0373716654228717,28.430666666666667,0.4951695556967218,chr22,24054000,24060000,0.485833,0.0,149,2811,0,0,40,0,0.9369999999996876,0.04966666666665011
4065,4.483666666666666,1.1498115304499064,28.5355,0.4987381577541466,chr22,24057000,24063000,0.502667,0.0,315,2605,0,0,80,0,0.8683333333330439,0.104999999999965
4066,4.653333333333333,1.1896031084170702,28.644666666666666,0.47861420325305387,chr22,24060000,24066000,0.538167,0.0,360,2520,0,0,120,0,0.83999999999972,0.11999999999996
4067,4.628166666666667,1.1449483127586542,28.607166666666668,0.48838028784499027,chr22,24063000,24069000,0.512333,0.0,175,2785,0,0,40,0,0.9283333333330239,0.05833333333331389
4068,4.3205,0.9315469660731014,28.440166666666666,0.496407063026124,chr22,24066000,24072000,0.498667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4069,4.2476666666666665,0.8497026277207547,28.521166666666666,0.4995517713132667,chr22,24069000,24075000,0.491667,0.0,360,2560,0,0,80,0,0.8533333333330488,0.11999999999996
4070,4.5275,1.1392587136672103,28.558333333333334,0.496585563847986,chr22,24072000,24078000,0.457833,0.0,96,2864,0,0,40,0,0.9546666666663485,0.031999999999989336
4071,4.666,1.180301091529897,28.719,0.44948748592146587,chr22,24075000,24081000,0.407167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4072,4.633333333333334,1.0366077153656323,28.785333333333334,0.4105909021019449,chr22,24078000,24084000,0.387167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4073,4.425333333333334,1.1737794606408063,28.532833333333333,0.4989208075659124,chr22,24081000,24087000,0.4595,0.0,455,2425,0,0,120,0,0.8083333333330639,0.1516666666666161
4074,4.3341666666666665,1.0252638549281947,28.348666666666666,0.47654823703610766,chr22,24084000,24090000,0.501333,0.0,242,2718,0,0,40,0,0.905999999999698,0.08066666666663978
4075,4.392666666666667,0.9392263956162126,28.4335,0.4955580188030459,chr22,24087000,24093000,0.505833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4076,4.5205,1.0876180778808955,28.5375,0.49859176687947826,chr22,24090000,24096000,0.512167,0.0,241,2719,0,0,40,0,0.9063333333330312,0.08033333333330656
4077,4.4303333333333335,1.1036967679374419,28.479166666666668,0.49956578367840826,chr22,24093000,24099000,0.513667,0.0,132,2828,0,0,40,0,0.9426666666663525,0.043999999999985336
4078,4.286666666666667,0.6601683287027803,28.308833333333332,0.46201223528772006,chr22,24096000,24102000,0.516833,0.0,159,2801,0,0,40,0,0.9336666666663554,0.05299999999998233
4079,4.246,0.6152105330697776,28.260833333333334,0.4390891772243488,chr22,24099000,24105000,0.530667,0.0,518,2402,0,0,80,0,0.8006666666663997,0.17266666666660913
4080,4.152,0.6538827621727512,28.192666666666668,0.3943934865362538,chr22,24102000,24108000,0.534833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4081,4.307666666666667,0.8831805528253489,28.333833333333335,0.47158099928738534,chr22,24105000,24111000,0.480333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4082,4.5665,0.9069607213104657,28.776666666666667,0.4164799581679238,chr22,24108000,24114000,0.451333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4083,4.461333333333333,0.7703926848620053,28.528166666666667,0.49920600846633334,chr22,24111000,24117000,0.488,0.0,163,2797,0,0,40,0,0.9323333333330226,0.05433333333331522
4084,4.322,0.8225869761510533,28.251666666666665,0.4339706851338642,chr22,24114000,24120000,0.5395,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4085,4.277833333333334,1.0497501157682982,28.476166666666668,0.49943164919958993,chr22,24117000,24123000,0.542667,0.0,312,2648,0,0,40,0,0.8826666666663725,0.10399999999996533
4086,4.338,0.8884946069992021,28.394166666666667,0.4886709583713314,chr22,24120000,24126000,0.521833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4087,4.379833333333333,0.7830878870783846,28.450833333333332,0.4975767668298921,chr22,24123000,24129000,0.511167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4088,4.411333333333333,0.9222101471766376,28.514333333333333,0.49979451333078434,chr22,24126000,24132000,0.524667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4089,4.390333333333333,0.9964804173802023,28.432,0.495354418573207,chr22,24129000,24135000,0.558667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4090,4.564333333333333,1.1290975255584532,28.5165,0.4997276758395517,chr22,24132000,24138000,0.530333,0.0,94,2866,0,0,40,0,0.9553333333330148,0.03133333333332289
4091,4.5376666666666665,1.1286782338450385,28.571,0.49493332884339086,chr22,24135000,24141000,0.507667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4092,4.2603333333333335,0.8287902160512165,28.4495,0.4974432128394155,chr22,24138000,24144000,0.540333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4093,4.233833333333333,0.6719290430461307,28.325666666666667,0.4686233977181345,chr22,24141000,24147000,0.549,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4094,4.375333333333334,0.797783317839012,28.30516666666667,0.4604779823425027,chr22,24144000,24150000,0.5405,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4095,4.286333333333333,0.8126171026723198,28.3035,0.45976923559542343,chr22,24147000,24153000,0.553833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4096,4.074,0.7913221004538333,28.248166666666666,0.43194903891804437,chr22,24150000,24156000,0.572333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4097,4.0553333333333335,0.6316155652152836,28.318166666666666,0.46576457453190756,chr22,24153000,24159000,0.599167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4098,4.155333333333333,0.6505419962530389,28.249,0.43243380996402214,chr22,24156000,24162000,0.594833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4099,4.1898333333333335,0.7104904213913716,28.287,0.4523615810388853,chr22,24159000,24165000,0.574833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4100,4.191833333333333,1.0639705379170776,28.466166666666666,0.4988539922217277,chr22,24162000,24168000,0.583,0.0,221,2699,0,0,80,0,0.8996666666663667,0.07366666666664211
4101,4.108666666666666,1.024463219880972,28.387333333333334,0.4871408648658232,chr22,24165000,24171000,0.6005,0.0,710,2210,0,0,80,0,0.7366666666664211,0.23666666666658778
4102,4.113,0.8271825675145723,28.3435,0.4748765629087205,chr22,24168000,24174000,0.597333,0.0,263,2697,0,0,40,0,0.8989999999997004,0.08766666666663744
4103,4.151666666666666,0.9641907948579932,28.466166666666666,0.4988539922217277,chr22,24171000,24177000,0.593667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4104,4.0735,1.0318742252167494,28.536833333333334,0.4986414599244186,chr22,24174000,24180000,0.605333,0.0,570,2023,0,307,100,0,0.6743333333331085,0.18999999999993666
4105,4.221166666666667,1.0879270681233901,28.463166666666666,0.4986414599244186,chr22,24177000,24183000,0.621333,0.0,0,0,14,128,0,2858,0.0,0.0
4106,4.190833333333333,1.3025933001346028,28.471,0.4991582915268462,chr22,24180000,24186000,0.643333,0.0,537,2304,19,0,140,0,0.767999999999744,0.17899999999994035
4107,4.096666666666667,1.6849299358990835,28.752166666666668,0.4317545277379523,chr22,24183000,24189000,0.646333,0.0,1144,1576,0,0,280,0,0.5253333333331582,0.38133333333320624
4108,3.9603333333333333,1.1551738204943687,28.567666666666668,0.495400062799978,chr22,24186000,24192000,0.627167,0.0,505,288,0,673,140,1394,0.095999999999968,0.1683333333332772
4109,4.4623333333333335,1.0241652969885064,28.645166666666668,0.47846278736061476,chr22,24189000,24195000,0.5315,0.0,0,0,0,0,0,3000,0.0,0.0
4110,4.8605,1.2504824735543743,28.911,0.2847437444440176,chr22,24192000,24198000,0.458667,0.0,0,0,0,0,0,3000,0.0,0.0
4111,4.804166666666666,1.272588951267804,28.9275,0.2593139988508141,chr22,24195000,24201000,0.469167,0.0,0,0,0,0,0,3000,0.0,0.0
4112,4.700666666666667,1.285197606941784,28.873833333333334,0.3320371046869444,chr22,24198000,24204000,0.469167,0.0,0,0,0,0,0,3000,0.0,0.0
4113,4.588166666666667,1.27693381669616,28.845166666666668,0.361745728685526,chr22,24201000,24207000,0.452167,0.0,0,0,0,0,0,3000,0.0,0.0
4114,4.696833333333333,0.9401719553121947,28.907333333333334,0.2899647488153613,chr22,24204000,24210000,0.428833,0.0,0,0,0,0,0,3000,0.0,0.0
4115,4.761833333333334,1.2046202605892957,28.934833333333334,0.2468197160322129,chr22,24207000,24213000,0.439167,0.0,0,0,0,0,0,3000,0.0,0.0
4116,4.669666666666667,1.2750999525091704,28.792166666666667,0.4057568716471588,chr22,24210000,24216000,0.487333,0.0,0,0,0,0,0,3000,0.0,0.0
4117,4.654166666666667,1.3308766430022312,28.787333333333333,0.4091937872885603,chr22,24213000,24219000,0.5085,0.0,0,0,0,0,0,3000,0.0,0.0
4118,4.7905,1.4410446731451458,28.856833333333334,0.35024273328967476,chr22,24216000,24222000,0.513333,0.0,134,374,0,313,20,2159,0.12466666666662511,0.044666666666651776
4119,4.714,1.5140026420056207,28.763166666666667,0.425139160223515,chr22,24219000,24225000,0.517,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4120,4.602666666666667,1.7728864098475747,28.80366666666667,0.3972235586613105,chr22,24222000,24228000,0.538,0.0,496,2344,0,0,160,0,0.7813333333330729,0.1653333333332782
4121,4.748333333333333,1.5895483285791876,28.894666666666666,0.30698244611414227,chr22,24225000,24231000,0.521167,0.0,117,2843,0,0,40,0,0.9476666666663508,0.038999999999987
4122,4.6001666666666665,1.5572304385956786,28.808833333333332,0.39322000486015735,chr22,24228000,24234000,0.554,0.0,265,2655,0,0,80,0,0.884999999999705,0.08833333333330388
4123,4.320166666666666,1.3475879583743526,28.692666666666668,0.46138872499829847,chr22,24231000,24237000,0.5795,0.0,363,2517,0,0,120,0,0.8389999999997203,0.12099999999995967
4124,4.636,1.3091361019135228,28.833166666666667,0.3728270003932417,chr22,24234000,24240000,0.4715,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4125,4.85,1.2658988901172163,28.859,0.3480215510568276,chr22,24237000,24243000,0.4375,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4126,4.4928333333333335,1.1448210801498877,28.6045,0.4889578202667384,chr22,24240000,24246000,0.527167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4127,4.162,1.0482156266722988,28.452666666666666,0.49775451334523885,chr22,24243000,24249000,0.6065,0.0,163,42,357,0,20,2418,0.013999999999995334,0.05433333333331522
4128,4.309166666666667,1.362442404491124,28.686166666666665,0.4640495363883281,chr22,24246000,24252000,0.5925,0.0,595,638,0,0,160,1607,0.21266666666659578,0.19833333333326722
4129,4.3875,1.3365417127796648,28.886333333333333,0.3174059790797199,chr22,24249000,24255000,0.564833,0.0,1561,92,0,0,20,1327,0.030666666666656444,0.5203333333331599
4130,4.289,1.285098828884378,28.655,0.47536827828537315,chr22,24252000,24258000,0.566,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4131,4.285,1.1496847393959788,28.5575,0.4966827458247367,chr22,24255000,24261000,0.5665,0.0,317,2563,0,0,120,0,0.8543333333330485,0.10566666666663145
4132,4.334833333333333,1.341039387523308,28.4,0.4898979485566356,chr22,24258000,24264000,0.5775,0.0,371,2509,0,0,120,0,0.8363333333330546,0.12366666666662544
4133,4.465833333333333,1.2064407592399866,28.418166666666668,0.4932578489548398,chr22,24261000,24267000,0.522,0.0,1925,1035,0,0,40,0,0.344999999999885,0.6416666666664528
4134,4.802,1.252249708857356,28.769,0.4214724190264411,chr22,24264000,24270000,0.457833,0.0,25,0,0,0,0,2975,0.0,0.008333333333330556
4135,4.608666666666666,1.5152089698197482,28.7835,0.41185889573979095,chr22,24267000,24273000,0.5015,0.0,436,820,143,0,60,1541,0.2733333333332422,0.14533333333328488
4136,4.360833333333333,1.1174223189505788,28.474166666666665,0.4993321929225963,chr22,24270000,24276000,0.4685,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4137,4.449833333333333,1.0042326949246154,28.494666666666667,0.4999715547464231,chr22,24273000,24279000,0.401333,0.0,0,2876,84,0,40,0,0.9586666666663471,0.0
4138,4.708,0.9735173342062277,28.6345,0.4815700883568247,chr22,24276000,24282000,0.402833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4139,4.730833333333333,0.9541397376112626,28.809166666666666,0.3929579776798306,chr22,24279000,24285000,0.406667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4140,4.569166666666667,1.008571252922778,28.692666666666668,0.46138872499829847,chr22,24282000,24288000,0.421333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4141,4.351833333333333,0.8610342456733194,28.358833333333333,0.4796581826907806,chr22,24285000,24291000,0.417667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4142,4.342333333333333,0.8672607579166847,28.404666666666667,0.4908274193192099,chr22,24288000,24294000,0.402833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4143,4.5841666666666665,0.9120942781435603,28.545,0.4979708826829135,chr22,24291000,24297000,0.415333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4144,4.675833333333333,0.9022652818816032,28.636666666666667,0.48095968877050616,chr22,24294000,24300000,0.401667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4145,4.8068333333333335,0.8143627194861568,28.8085,0.3934815751722055,chr22,24297000,24303000,0.389,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4146,4.590833333333333,0.8635677770479602,28.615333333333332,0.48651641516214256,chr22,24300000,24306000,0.402667,0.0,143,2790,27,0,40,0,0.92999999999969,0.04766666666665078
4147,4.684333333333333,0.7236628281795942,28.675833333333333,0.46806264419294236,chr22,24303000,24309000,0.3955,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4148,4.802333333333333,0.9468867701872044,28.919666666666668,0.2718085519053602,chr22,24306000,24312000,0.3785,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4149,4.5906666666666665,1.063381190145639,28.7395,0.43890745038105694,chr22,24309000,24315000,0.382333,0.0,134,2826,0,0,40,0,0.941999999999686,0.044666666666651776
4150,4.611,0.9214186525859639,28.726166666666668,0.4459244766649269,chr22,24312000,24318000,0.473833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4151,4.794,1.0999533323433923,28.7825,0.41254545204134785,chr22,24315000,24321000,0.507667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4152,4.663833333333334,1.7547531561131011,28.641666666666666,0.4795107460271934,chr22,24318000,24324000,0.436167,0.0,1203,1777,0,0,20,0,0.5923333333331359,0.40099999999986635
4153,4.358833333333333,1.5754592892938306,28.415333333333333,0.492779418762143,chr22,24321000,24327000,0.399667,0.0,596,2344,0,0,60,0,0.7813333333330729,0.19866666666660043
4154,4.386,1.0675535895994481,28.339,0.47336983427337237,chr22,24324000,24330000,0.380833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4155,4.509833333333333,1.0014506006566453,28.468833333333333,0.49902769350897636,chr22,24327000,24333000,0.363333,0.0,210,2710,0,0,80,0,0.9033333333330322,0.06999999999997666
4156,4.572333333333333,0.9856137963500489,28.6175,0.4859976851796725,chr22,24330000,24336000,0.3785,0.0,81,2899,0,0,20,0,0.9663333333330112,0.026999999999991
4157,4.5595,0.8643647474687215,28.644166666666667,0.4787650490817204,chr22,24333000,24339000,0.379,0.0,63,2917,0,0,20,0,0.9723333333330092,0.020999999999993
4158,4.6001666666666665,0.6850547220640277,28.702166666666667,0.4573058482994602,chr22,24336000,24342000,0.399833,0.0,72,2888,0,0,40,0,0.9626666666663458,0.023999999999992
4159,4.818333333333333,1.010938782628415,28.886,0.317811264746862,chr22,24339000,24345000,0.420667,0.0,9,2971,0,0,20,0,0.9903333333330032,0.002999999999999
4160,4.8615,1.0847354900312487,28.873333333333335,0.33259919155377127,chr22,24342000,24348000,0.399167,0.0,62,2887,0,31,20,0,0.9623333333330125,0.020666666666659776
4161,4.585833333333333,0.86639058102503,28.675333333333334,0.46825017055226176,chr22,24345000,24351000,0.439,0.0,0,2889,0,71,40,0,0.962999999999679,0.0
4162,4.538166666666666,0.7785948704057986,28.532333333333334,0.4989534603102333,chr22,24348000,24354000,0.436,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4163,4.756666666666667,0.8253012917851409,28.742333333333335,0.4373494661658518,chr22,24351000,24357000,0.401333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4164,4.675666666666666,0.8407186740455388,28.9485,0.2210152709656055,chr22,24354000,24360000,0.413333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4165,4.565,0.9268809704235669,28.704833333333333,0.45611764442472025,chr22,24357000,24363000,0.4215,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4166,4.531666666666666,1.084895028204214,28.4885,0.49986773250530986,chr22,24360000,24366000,0.426333,0.0,0,2896,0,64,40,0,0.9653333333330115,0.0
4167,4.582833333333333,1.004227052126272,28.5225,0.4994934934511159,chr22,24363000,24369000,0.427667,0.0,0,2823,0,137,40,0,0.9409999999996863,0.0
4168,4.749,1.050237592166649,28.589166666666667,0.4919850663948608,chr22,24366000,24372000,0.408333,0.0,0,2877,0,83,40,0,0.9589999999996803,0.0
4169,4.895,1.1617407915136089,28.8155,0.38789141521822834,chr22,24369000,24375000,0.388667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4170,4.998333333333333,1.216414357400014,28.971833333333333,0.16544880040530835,chr22,24372000,24378000,0.378,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4171,4.753666666666667,1.0448221007531484,28.767833333333332,0.4222147623609998,chr22,24375000,24381000,0.380667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4172,4.594,1.1337977479838868,28.7025,0.45715834237165576,chr22,24378000,24384000,0.399167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4173,4.716,1.2675477637285837,28.890833333333333,0.31184820915880784,chr22,24381000,24387000,0.386833,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4174,4.811166666666667,0.900097386706325,28.8385,0.3679915080541941,chr22,24384000,24390000,0.378333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4175,4.575833333333334,0.7493881763738262,28.5255,0.499349326624158,chr22,24387000,24393000,0.410167,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4176,4.581,0.9573082053341024,28.511,0.49987898535545583,chr22,24390000,24396000,0.431,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4177,4.541,0.8148531565053097,28.516333333333332,0.49973315101384075,chr22,24393000,24399000,0.434667,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4178,4.466833333333334,0.7691336937677927,28.492,0.49993599590347565,chr22,24396000,24402000,0.435333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4179,4.491,0.8407847524783022,28.497333333333334,0.49999288883832027,chr22,24399000,24405000,0.465333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4180,4.386833333333334,0.8653669581294529,28.235333333333333,0.42420697254471856,chr22,24402000,24408000,0.514,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4181,4.3955,1.1099908783408987,28.324833333333334,0.4683125440225671,chr22,24405000,24411000,0.511333,0.0,0,3000,0,0,0,0,0.9999999999996667,0.0
4182,4.4465,1.1324623981984274,28.298,0.4573794923255742,chr22,24408000,24414000,0.517167,0.0,0,2863,0,97,40,0,0.9543333333330152,0.0
